,Regio,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,latitude,longitude
644,Vlieland,101722.0,122094.0,131803.0,117909.0,145470.0,191389.0,211717.0,231391.0,194400.0,367500.0,321590.0,308792.0,241111.0,369313.0,260383.0,270045.0,330622.0,250034.0,231167.0,285800.0,336278.0,322516.0,259429.0,344942.0,404084.0,402227.0,431250.0,53.202995,4.994912625567253
645,Vlijmen,113876.0,128592.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.694263,5.2091225
646,Vlissingen,72853.0,77453.0,77504.0,86477.0,95597.0,102877.0,113806.0,136170.0,153803.0,166506.0,171499.0,181909.0,177909.0,178043.0,176679.0,177987.0,175589.0,162150.0,160406.0,167746.0,168323.0,184717.0,179186.0,184450.0,197372.0,207906.0,247768.0,51.49433865,3.415005767601362
647,Vlist,115290.0,124522.0,160827.0,146732.0,192769.0,222007.0,272954.0,236758.0,292519.0,251673.0,286647.0,291209.0,308574.0,305209.0,266522.0,310233.0,240441.0,265606.0,260191.0,286833.0,,,,,,,,51.9739119,4.8227208
648,Voerendaal,110579.0,128612.0,129769.0,142382.0,141535.0,174185.0,187804.0,200451.0,215113.0,208431.0,239631.0,245111.0,232275.0,246550.0,235454.0,210666.0,234846.0,206066.0,205831.0,212139.0,210481.0,233245.0,255532.0,269413.0,274747.0,295235.0,319744.0,50.8722592,5.913755707785212
649,Voorburg,96036.0,101416.0,114947.0,131152.0,141604.0,177753.0,203220.0,,,,,,,,,,,,,,,,,,,,,52.0703201,4.3558561
650,Voorhout,107898.0,122304.0,123929.0,103519.0,184503.0,234376.0,236448.0,241957.0,288849.0,279887.0,293268.0,,,,,,,,,,,,,,,,,52.2244226,4.4886562
651,Voorschoten,132378.0,136031.0,157946.0,165282.0,203405.0,235237.0,275728.0,280179.0,283605.0,261704.0,296570.0,286946.0,314280.0,305462.0,278079.0,335971.0,294785.0,283115.0,287314.0,301712.0,307048.0,317766.0,354850.0,409138.0,426883.0,455991.0,512475.0,52.12572195,4.441016864583206
652,Voorst,122934.0,140091.0,154033.0,181590.0,205650.0,231548.0,273316.0,234028.0,244979.0,275996.0,280939.0,298234.0,318537.0,330114.0,289740.0,309254.0,298473.0,253874.0,248703.0,250026.0,265634.0,272466.0,301603.0,315857.0,344667.0,380896.0,410863.0,52.2374112,6.086274393475191
653,Vorden,127185.0,135760.0,155064.0,169555.0,192068.0,228241.0,195856.0,278602.0,273124.0,280975.0,,,,,,,,,,,,,,,,,,52.1041075,6.3126099
654,Vries,110012.0,101578.0,98109.0,,,,,,,,,,,,,,,,,,,,,,,,,53.0767216,6.5779261
655,Vriezenveen,88969.0,95891.0,112334.0,123860.0,139834.0,167109.0,182916.0,193768.0,,,,,,,,,,,,,,,,,,,,52.4086697,6.6148049
656,Vught,136068.0,153975.0,170062.0,181714.0,216910.0,298752.0,307724.0,355375.0,308077.0,340549.0,349067.0,375407.0,397405.0,400838.0,348038.0,382556.0,352795.0,365043.0,335967.0,321222.0,339759.0,373175.0,386133.0,437822.0,449625.0,482126.0,555788.0,51.6511806,5.23680014410728
657,Waadhoeke,,,,,,,,,,,,,,,,,,,,,,,,186881.0,209107.0,218120.0,247730.0,53.2460054,5.610797779708593
658,Waalre,124614.0,153877.0,166409.0,198711.0,225004.0,257850.0,310497.0,294234.0,308984.0,326084.0,326318.0,342191.0,359676.0,447646.0,383869.0,387177.0,331971.0,315184.0,290726.0,290938.0,337850.0,321133.0,352345.0,367009.0,434328.0,438780.0,563089.0,51.3856734,5.466115689689311
659,Waalwijk,97123.0,103286.0,119592.0,125179.0,148659.0,181779.0,208932.0,219473.0,246008.0,238367.0,246223.0,256156.0,284693.0,279004.0,260407.0,247848.0,247818.0,234229.0,216079.0,214518.0,233399.0,238185.0,251001.0,265035.0,289596.0,324796.0,364015.0,51.687337150000005,5.017307939950269
660,Waddinxveen,108497.0,110848.0,121733.0,132212.0,152132.0,183240.0,195436.0,225265.0,210969.0,212599.0,236735.0,239840.0,255971.0,250856.0,238317.0,223839.0,224887.0,214794.0,201452.0,200832.0,201490.0,223017.0,232089.0,250880.0,271966.0,295664.0,358529.0,52.0443437,4.641596120380745
661,Wageningen,94246.0,104254.0,116510.0,132375.0,158122.0,183553.0,204458.0,216331.0,204470.0,213848.0,228265.0,216449.0,249958.0,250596.0,232848.0,258326.0,249513.0,242027.0,237696.0,254285.0,257817.0,237039.0,253026.0,273497.0,312915.0,349478.0,403316.0,51.9685817,5.668298061827958
662,Warmond,197726.0,157262.0,146224.0,252738.0,180242.0,334697.0,374443.0,345814.0,424424.0,479755.0,523423.0,,,,,,,,,,,,,,,,,52.1979528,4.5028721
663,Warnsveld,113116.0,116399.0,145098.0,144438.0,164694.0,172970.0,216112.0,233057.0,238825.0,256392.0,,,,,,,,,,,,,,,,,,52.1443409,6.2268734
664,Waspik,98494.0,131925.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6874874,4.9460015
665,Wassenaar,231781.0,291452.0,308128.0,353716.0,469693.0,540164.0,571529.0,549849.0,488039.0,542693.0,605247.0,587141.0,647459.0,607227.0,636068.0,558162.0,592317.0,565289.0,536275.0,558336.0,531232.0,543781.0,705228.0,670091.0,711264.0,759683.0,910810.0,52.14361135,4.370966818678455
666,Wateringen,110900.0,122352.0,132524.0,140052.0,155785.0,179948.0,207177.0,214727.0,219105.0,,,,,,,,,,,,,,,,,,,52.0235098,4.2745855
667,Waterland,122694.0,139403.0,154049.0,161721.0,198052.0,256473.0,273598.0,266652.0,279893.0,289070.0,303004.0,343326.0,339367.0,355585.0,361514.0,335863.0,316180.0,304828.0,257722.0,287165.0,287873.0,339740.0,390651.0,438053.0,424174.0,448439.0,498206.0,52.44350745,5.058109822038444
668,Weerselo,114320.0,118971.0,133878.0,142071.0,190066.0,207049.0,,,,,,,,,,,,,,,,,,,,,,52.3508632,6.8539238
669,Weert,96925.0,108957.0,129603.0,133322.0,157027.0,182852.0,189305.0,201521.0,207065.0,196208.0,221940.0,225927.0,232765.0,232033.0,210864.0,217371.0,220522.0,215041.0,206252.0,199928.0,217850.0,215075.0,232307.0,254853.0,275523.0,286721.0,330617.0,51.235582949999994,5.705079711646853
670,Weesp,79917.0,86534.0,100367.0,111400.0,128545.0,151254.0,170966.0,181587.0,187794.0,205131.0,204134.0,222905.0,240424.0,240096.0,227632.0,240753.0,223955.0,217499.0,230362.0,211173.0,207609.0,237531.0,278028.0,311205.0,386545.0,416087.0,434761.0,52.3072593,5.0420822
671,Wehl,105147.0,103026.0,132632.0,150823.0,200606.0,258413.0,212112.0,231330.0,216944.0,220170.0,,,,,,,,,,,,,,,,,,51.9571754,6.2137189
672,Werkendam,102942.0,112462.0,129351.0,142897.0,155722.0,189969.0,200155.0,226399.0,235372.0,237013.0,270039.0,262340.0,282866.0,298882.0,272383.0,263196.0,261292.0,234819.0,222029.0,208176.0,223071.0,236811.0,250354.0,266075.0,,,,51.8079227,4.8987346
673,Wervershoof,100696.0,94814.0,103403.0,118316.0,153035.0,185497.0,198916.0,248139.0,210671.0,211242.0,237134.0,229383.0,253584.0,261575.0,256764.0,228454.0,,,,,,,,,,,,52.7267784,5.1506924
674,West Betuwe,,,,,,,,,,,,,,,,,,,,,,,,,341269.0,358088.0,426523.0,51.8697052,5.194137167944251
675,West Maas en Waal,112310.0,122961.0,135645.0,158830.0,186664.0,215381.0,224123.0,253938.0,264548.0,251380.0,263111.0,285447.0,300361.0,311274.0,272827.0,246629.0,254254.0,233667.0,222895.0,222236.0,236000.0,242248.0,258946.0,283563.0,308391.0,323567.0,401160.0,51.852191399999995,5.49837974702748
677,Wester-Koggenland,103520.0,115898.0,115901.0,131576.0,156271.0,169871.0,213139.0,231193.0,221357.0,226311.0,236748.0,246567.0,,,,,,,,,,,,,,,,52.6465579,5.0255025
678,Westerbork,92285.0,99538.0,114244.0,,,,,,,,,,,,,,,,,,,,,,,,,52.8492168,6.6103067
679,Westerhoven,132353.0,116628.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.3316002,5.3985112
680,Westerkwartier,,,,,,,,,,,,,,,,,,,,,,,,,240808.0,274333.0,303468.0,53.21425645,6.3459813379440115
681,Westerschouwen,125340.0,137579.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.311189,4.6350921
682,Westerveld,,,,142229.0,172545.0,220357.0,216729.0,256308.0,230111.0,228866.0,258032.0,247868.0,286428.0,282334.0,255213.0,242486.0,244033.0,242676.0,211261.0,216323.0,224984.0,234044.0,245515.0,265251.0,279468.0,312598.0,386678.0,52.828469850000005,6.311221629926694
683,Westervoort,96334.0,102769.0,120694.0,120644.0,141748.0,164285.0,175369.0,192466.0,206207.0,183359.0,194871.0,203686.0,213026.0,207104.0,198378.0,183532.0,190203.0,189108.0,171447.0,194082.0,179129.0,193170.0,205864.0,230826.0,249739.0,278047.0,320036.0,51.9597557,5.9682662318854725
684,Westerwolde,,,,,,,,,,,,,,,,,,,,,,,,187235.0,210185.0,236867.0,288183.0,52.999464450000005,7.1404588700937754
687,Weststellingwerf,77427.0,89713.0,93244.0,106106.0,131449.0,158483.0,169915.0,193644.0,194876.0,204096.0,209581.0,209243.0,222466.0,223294.0,212446.0,215975.0,192389.0,183758.0,183733.0,181657.0,192375.0,202572.0,212232.0,226911.0,233375.0,264528.0,318872.0,52.87191835,6.008674359652279
688,Westvoorne,136707.0,146646.0,177720.0,192926.0,229867.0,290169.0,265756.0,291668.0,309943.0,302180.0,379965.0,369026.0,403500.0,400307.0,386197.0,378290.0,364768.0,352989.0,303876.0,289629.0,296460.0,308087.0,353831.0,385093.0,394821.0,506474.0,595974.0,51.8882976,4.059905590312815
689,Wierden,101004.0,109932.0,124176.0,131775.0,166618.0,193919.0,223485.0,219284.0,221956.0,224478.0,243809.0,242994.0,261571.0,266190.0,291438.0,248809.0,244989.0,219165.0,214126.0,230928.0,222801.0,249917.0,258629.0,277319.0,311026.0,346843.0,376444.0,52.35195215,6.567448420567358
690,Wieringen,74945.0,81424.0,98385.0,108490.0,127788.0,152484.0,163395.0,181019.0,169502.0,197672.0,185409.0,208557.0,210276.0,237053.0,213402.0,213925.0,195328.0,,,,,,,,,,,52.5028863,4.6991061
691,Wieringermeer,84373.0,81929.0,102152.0,113988.0,138020.0,155467.0,172669.0,192746.0,162831.0,180266.0,200248.0,215348.0,208534.0,210671.0,205253.0,194310.0,191194.0,,,,,,,,,,,52.7212465,5.731225
692,Wijchen,105352.0,116985.0,130772.0,149295.0,160936.0,186196.0,215581.0,212960.0,230067.0,219329.0,240320.0,252138.0,262704.0,271097.0,255632.0,251786.0,259109.0,224927.0,219082.0,213713.0,223998.0,244189.0,255011.0,271646.0,283747.0,325708.0,382330.0,51.82025285,5.696090348571646
693,Wijdemeren,,,,,,,,333270.0,306025.0,329321.0,348524.0,361270.0,429267.0,446235.0,408131.0,366219.0,380253.0,365561.0,328781.0,322220.0,339497.0,357919.0,381639.0,435688.0,431841.0,511041.0,608912.0,52.2256115,5.090367791157206
694,Wijhe,99722.0,99986.0,136194.0,121846.0,170822.0,189154.0,,,,,,,,,,,,,,,,,,,,,,52.3841425,6.136018
695,Wijk bij Duurstede,108392.0,120042.0,145094.0,148658.0,187713.0,198739.0,222970.0,236813.0,235968.0,254589.0,274008.0,314931.0,312478.0,308127.0,306249.0,290520.0,294224.0,262387.0,236952.0,247970.0,248260.0,271905.0,300170.0,316666.0,329009.0,375060.0,422915.0,51.9775074,5.326929727283412
696,Willemstad,112530.0,125382.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.110006949999999,-68.9370850600204
697,Winschoten,56026.0,62927.0,60434.0,73524.0,89247.0,90117.0,111815.0,126357.0,132222.0,137675.0,145052.0,141805.0,158648.0,155289.0,143422.0,,,,,,,,,,,,,53.1429957,7.0381231
698,Winsum,70551.0,67586.0,73161.0,87549.0,96604.0,126571.0,129232.0,156554.0,145822.0,150440.0,163683.0,184839.0,212601.0,200207.0,182836.0,177833.0,189143.0,182948.0,191467.0,153319.0,161069.0,169059.0,195820.0,185837.0,,,,53.1526714,5.6324887
699,Winterswijk,83826.0,83575.0,96690.0,93720.0,109872.0,132665.0,137478.0,150100.0,154316.0,169766.0,177529.0,181817.0,187997.0,170663.0,169784.0,165107.0,166305.0,161299.0,147908.0,150614.0,160787.0,182763.0,191818.0,203026.0,214007.0,238267.0,291164.0,51.96802135,6.7378723633667885
701,Wittem,117031.0,106244.0,138164.0,157462.0,,,,,,,,,,,,,,,,,,,,,,,,50.8131031,5.9131789
702,Woensdrecht,104261.0,106368.0,105573.0,117296.0,144408.0,159186.0,178383.0,199066.0,199849.0,214553.0,224528.0,223234.0,240271.0,234463.0,223687.0,208777.0,216107.0,210175.0,202976.0,201116.0,210008.0,238646.0,246827.0,243112.0,282366.0,296747.0,332957.0,51.4106688,4.327761012867084
703,Woerden,99388.0,109157.0,136335.0,126753.0,126595.0,180525.0,225603.0,224573.0,235273.0,257734.0,269703.0,257553.0,263336.0,282095.0,287381.0,292563.0,279764.0,257116.0,251731.0,254709.0,252950.0,278518.0,316915.0,334426.0,364273.0,397922.0,419836.0,52.08701595,4.876687198673499
704,Wognum,98646.0,108598.0,127799.0,137030.0,158416.0,192825.0,207215.0,232192.0,232099.0,229673.0,266297.0,233135.0,,,,,,,,,,,,,,,,52.6810981,5.0247378
705,Wormerland,90674.0,93888.0,120491.0,130734.0,161050.0,189419.0,210645.0,238166.0,231412.0,241791.0,294596.0,265398.0,272459.0,290947.0,297600.0,257979.0,257237.0,226532.0,218818.0,226948.0,226497.0,245854.0,285008.0,314471.0,349705.0,353389.0,411677.0,52.505552249999994,4.85934288905351
706,Woudenberg,111571.0,136796.0,148642.0,170002.0,186990.0,206934.0,226734.0,208134.0,240499.0,277872.0,263522.0,301213.0,310265.0,326967.0,296308.0,306700.0,252979.0,245310.0,234672.0,243873.0,257248.0,269051.0,304650.0,333812.0,367155.0,382889.0,434011.0,52.08025955,5.4122265761644925
707,Woudrichem,106933.0,116102.0,134697.0,149778.0,169842.0,203202.0,221412.0,236035.0,236336.0,244378.0,257477.0,284028.0,292588.0,285810.0,270922.0,244638.0,293394.0,251872.0,216705.0,235737.0,210680.0,239203.0,258612.0,288124.0,,,,51.8168214,5.0033435
708,Wouw,102245.0,109742.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5224384,4.388024
709,Wymbritseradiel,72430.0,73564.0,86646.0,98561.0,110543.0,135351.0,168028.0,187685.0,191306.0,189318.0,223586.0,216941.0,225989.0,274030.0,232580.0,227068.0,,,,,,,,,,,,53.0142946,5.617524675967463
711,Zaanstad,76662.0,79632.0,94386.0,108446.0,122895.0,144833.0,157001.0,167255.0,188192.0,189676.0,197312.0,209237.0,210807.0,218672.0,204631.0,209144.0,206224.0,194256.0,176536.0,184956.0,196031.0,204936.0,236187.0,264508.0,292803.0,315668.0,355725.0,52.4689235,4.773783522451712
712,Zaltbommel,87231.0,110296.0,127130.0,135657.0,172302.0,225934.0,234398.0,230669.0,254262.0,276652.0,267659.0,294387.0,301619.0,299077.0,273415.0,283522.0,274272.0,250475.0,223639.0,246252.0,243282.0,248677.0,272155.0,292195.0,302713.0,338800.0,403431.0,51.782164,5.1898223872885225
713,Zandvoort,123030.0,134575.0,139335.0,177582.0,159817.0,195543.0,241716.0,247637.0,265548.0,263471.0,295440.0,287583.0,327971.0,335863.0,305336.0,296601.0,314305.0,281132.0,262527.0,285621.0,265962.0,312848.0,351028.0,421810.0,408267.0,459745.0,529740.0,52.3713394,4.5307624
714,Zederik,112256.0,120316.0,137358.0,153743.0,177673.0,196867.0,209589.0,237373.0,251973.0,265620.0,279914.0,278663.0,300165.0,291299.0,277617.0,296574.0,250609.0,275985.0,217280.0,232892.0,244743.0,260464.0,267757.0,288466.0,,,,51.9197706,4.9991975
716,Zeevang,116964.0,115329.0,132080.0,160628.0,182426.0,206890.0,271462.0,269726.0,286264.0,266868.0,268975.0,298592.0,296675.0,324257.0,262588.0,299931.0,294892.0,271220.0,193137.0,255240.0,250690.0,,,,,,,52.54266335,5.031982540583711
717,Zeewolde,127834.0,137784.0,138329.0,141353.0,187739.0,201430.0,216991.0,246261.0,255814.0,251265.0,241469.0,243736.0,270199.0,263873.0,267786.0,277763.0,249682.0,234806.0,212387.0,228573.0,220442.0,229813.0,252451.0,282833.0,275729.0,315736.0,323973.0,52.331111,5.5430312
718,Zeist,147495.0,156692.0,184990.0,207481.0,258154.0,317815.0,307869.0,330788.0,320771.0,352749.0,345292.0,385044.0,422102.0,451935.0,355528.0,392455.0,383337.0,337849.0,325655.0,324545.0,353771.0,353254.0,393001.0,430170.0,454469.0,473200.0,571853.0,52.086531750000006,5.249007957671885
719,Zelhem,103985.0,127324.0,126949.0,133200.0,178717.0,185718.0,248167.0,219628.0,226367.0,232150.0,,,,,,,,,,,,,,,,,,52.0068482,6.3500598
720,Zevenaar,95642.0,103233.0,110631.0,130840.0,151236.0,165833.0,182921.0,185633.0,196177.0,204596.0,199915.0,212997.0,220824.0,212618.0,198853.0,204324.0,203722.0,181946.0,185148.0,186537.0,191992.0,194408.0,221023.0,230088.0,243504.0,261508.0,305045.0,51.927908099999996,6.077526279085048
721,Zevenbergen,100232.0,107004.0,123597.0,134655.0,,,,,,,,,,,,,,,,,,,,,,,,51.6450443,4.6061538
722,Zevenhuizen-Moerkapelle,132479.0,125943.0,151414.0,158419.0,154485.0,212593.0,241361.0,247441.0,236742.0,272176.0,277985.0,293780.0,291250.0,291628.0,267756.0,,,,,,,,,,,,,52.0285117,4.5792332
723,Zierikzee,81913.0,85868.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6497688,3.9208365
724,Zijpe,84305.0,90100.0,95173.0,127751.0,142131.0,168784.0,190744.0,203254.0,190715.0,237240.0,237898.0,233934.0,240391.0,260460.0,220005.0,230014.0,220768.0,219299.0,,,,,,,,,,51.6512896,4.0974085
725,Zoetermeer,107437.0,113642.0,125110.0,130667.0,143742.0,169588.0,184604.0,192989.0,188690.0,197350.0,207181.0,214221.0,221707.0,218798.0,219543.0,212991.0,204948.0,201371.0,187704.0,196309.0,202777.0,215437.0,230590.0,262905.0,289012.0,313313.0,351459.0,52.06228915,4.487754536970652
726,Zoeterwoude,119307.0,123119.0,138919.0,161936.0,170751.0,222288.0,231907.0,251620.0,265970.0,244624.0,273697.0,298000.0,320817.0,308278.0,317374.0,296742.0,291659.0,259619.0,251087.0,255371.0,263381.0,265942.0,338208.0,362984.0,306316.0,403878.0,441652.0,52.11718945,4.503459502079346
729,Zuidhorn,72543.0,76755.0,87530.0,94156.0,105668.0,111725.0,145074.0,151869.0,162514.0,170116.0,185954.0,187074.0,204414.0,207919.0,209539.0,202322.0,208763.0,180616.0,177057.0,159468.0,171332.0,190642.0,196956.0,211293.0,,,,53.2480055,6.4048657
730,Zuidlaren,103563.0,106915.0,105529.0,121039.0,139720.0,,,,,,,,,,,,,,,,,,,,,,,53.0940808,6.6871992
731,Zuidplas,,,,,,,,,,,,,,,,260459.0,243151.0,234697.0,205911.0,231856.0,241149.0,256977.0,275894.0,309411.0,323920.0,357105.0,429943.0,51.9995787,4.613450887425165
732,Zuidwolde,116695.0,126762.0,143044.0,,,,,,,,,,,,,,,,,,,,,,,,,53.2607348,6.5918683
733,Zundert,112164.0,111248.0,133804.0,153716.0,177281.0,175215.0,244064.0,237477.0,253386.0,255586.0,263224.0,292837.0,291307.0,299346.0,256403.0,280101.0,264968.0,255194.0,225621.0,248302.0,240024.0,266180.0,265591.0,287554.0,313667.0,324757.0,381275.0,51.48587835,4.654245796859225
734,Zutphen,78355.0,89251.0,97600.0,106994.0,133156.0,148906.0,181154.0,187941.0,189005.0,193787.0,199267.0,211139.0,228103.0,228866.0,216423.0,228865.0,223760.0,204978.0,192342.0,200230.0,200403.0,201908.0,216826.0,243602.0,266585.0,265915.0,324899.0,52.143222,6.2044441
735,Zwartewaterland,,,,,,,161604.0,180811.0,181091.0,200314.0,193114.0,199372.0,215676.0,197098.0,204135.0,222879.0,209197.0,196245.0,182950.0,199667.0,198160.0,202842.0,225229.0,253426.0,241246.0,271612.0,291968.0,52.609919899999994,6.045522051921318
736,Zwartsluis,84275.0,83254.0,113056.0,101338.0,118523.0,154501.0,,,,,,,,,,,,,,,,,,,,,,52.6425446,6.0720879
737,Zweeloo,93945.0,105583.0,126265.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7943068,6.7306013
738,Zwijndrecht,84016.0,89465.0,97870.0,112792.0,126847.0,151315.0,162763.0,168511.0,176702.0,180785.0,191657.0,195916.0,207952.0,224950.0,192165.0,196913.0,209336.0,188417.0,168319.0,179745.0,184465.0,189250.0,199748.0,228161.0,252159.0,270144.0,306639.0,51.82052005,4.625731518379531
739,Zwolle,84813.0,93853.0,106918.0,116245.0,132376.0,155551.0,174143.0,188554.0,187985.0,201125.0,206170.0,209386.0,214650.0,229305.0,215519.0,223622.0,220887.0,215084.0,213228.0,216558.0,218349.0,228479.0,245803.0,279684.0,293098.0,315874.0,363081.0,52.5089759,6.0943765
740,het Bildt,53483.0,51043.0,65351.0,73188.0,74505.0,93883.0,117434.0,135016.0,141024.0,148995.0,154574.0,156894.0,164830.0,176876.0,174943.0,183155.0,149298.0,167935.0,134156.0,131996.0,141548.0,151635.0,165624.0,,,,,53.2966588,5.648004296373818
